"id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","prediction_prob","prediction_class"
24556,"Morera","28/01/2011 14:11","Alto (> 8 mts)",180,"Grande",-68.843221652,-32.9021977316,2,"Barrio Civico",2366816.36021,0,0.301883485102506,0
3239,"Fresno europeo","29/09/2011 13:37","Muy bajo (1 - 2 mts)",3,"Chico",-68.8272006094,-32.8672846635,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.64916165988222,0
15845,"Morera","29/11/2011 07:32","Medio (4 - 8 mts)",90,"Grande",-68.8729974286,-32.8772859619,7,"Residencial Parque",1786336.08966,0,0.971624916695502,0
42770,"Morera","30/09/2011 15:31","Alto (> 8 mts)",170,"Grande",-68.8302208326,-32.8789557262,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.931656795105532,0
25927,"Prunas","16/02/2011 16:32","Muy bajo (1 - 2 mts)",6,"Chico",-68.8381551786,-32.902455574,2,"Barrio Civico",2366816.36021,0,0.284731972080804,0
12636,"Paraiso","17/01/2011 08:34","Alto (> 8 mts)",170,"Grande",-68.8463889129,-32.8627738115,4,"Cuarta Oeste",1173332.70145,0,0.717693732245384,0
43954,"Fresno europeo","12/10/2011 11:37","Bajo (2 - 4 mts)",26,"Mediano",-68.831266269,-32.8848054281,3,"Parque O'Higgins",1531146.02653,0,0.4600683638496,0
38674,"Fresno europeo","16/12/2010 11:58","Alto (> 8 mts)",130,"Grande",-68.8518019996,-32.8715104647,6,"Residencial Norte",2694682.37982,0,0.529464618785626,0
26699,"Olmo comun","09/11/2011 10:34","Alto (> 8 mts)",78,"Grande",-68.8322619662,-32.8929561036,3,"Parque O'Higgins",1531146.02653,0,0.550486839326997,0
47316,"Pltano","21/09/2011 11:16","Alto (> 8 mts)",250,"Grande",-68.8307625313,-32.8752588791,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.0559404558470286,0
34541,"Morera","30/03/2011 10:39","Medio (4 - 8 mts)",60,"Mediano",-68.8492146917,-32.8758650199,6,"Residencial Norte",2694682.37982,0,0.118707309033356,0
11535,"Morera","23/02/2011 08:56","Medio (4 - 8 mts)",100,"Grande",-68.8528157329,-32.8658309097,6,"Residencial Norte",2694682.37982,0,0.310948330383153,0
22502,"Morera","27/06/2011 14:29","Alto (> 8 mts)",140,"Grande",-68.8590011343,-32.9003965629,5,"Residencial Sur",2423808.92355,1,0.298426187796945,0
32663,"Fresno europeo","24/06/2011 10:49","Alto (> 8 mts)",145,"Grande",-68.8503145802,-32.8903041235,5,"Residencial Sur",2423808.92355,0,0.223846355562639,0
5701,"Morera","02/05/2011 09:52","Medio (4 - 8 mts)",40,"Mediano",-68.8396847877,-32.8739347958,4,"Cuarta Oeste",1173332.70145,0,0.946353444849818,0
34330,"Fresno europeo","09/03/2011 09:01","Medio (4 - 8 mts)",80,"Grande",-68.8511990856,-32.8742805612,6,"Residencial Norte",2694682.37982,0,0.591987561474863,0
30185,"Morera","09/03/2011 13:00","Alto (> 8 mts)",140,"Grande",-68.8428832844,-32.8899052923,2,"Barrio Civico",2366816.36021,0,0.363840642236228,0
7330,"Fresno europeo","21/06/2011 11:38","Medio (4 - 8 mts)",90,"Grande",-68.8599264444,-32.9009775114,5,"Residencial Sur",2423808.92355,0,0.495595723535949,0
18872,"Morera","27/07/2011 09:00","Medio (4 - 8 mts)",65,"Grande",-68.8407080603,-32.8702829771,4,"Cuarta Oeste",1173332.70145,0,0.645372402583833,0
8362,"Morera","03/02/2011 18:26","Alto (> 8 mts)",180,"Grande",-68.8397923338,-32.902761321,2,"Barrio Civico",2366816.36021,0,0.119793826253844,0
3441,"Morera","17/08/2011 11:19","Medio (4 - 8 mts)",169,"Grande",-68.8278511768,-32.8665177143,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.791964392117378,0
43823,"Morera","18/10/2011 12:57","Medio (4 - 8 mts)",124,"Grande",-68.8310969804,-32.8814877835,3,"Parque O'Higgins",1531146.02653,0,0.461361021532779,0
45214,"Prunas","28/09/2011 10:10","Muy bajo (1 - 2 mts)",4,"Chico",-68.8224505028,-32.8722744818,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.671364245010076,0
26617,"Pltano","03/11/2011 11:00","Muy bajo (1 - 2 mts)",8,"Chico",-68.8334607452,-32.8900196968,3,"Parque O'Higgins",1531146.02653,0,0.122943133946799,0
4704,"Morera","16/08/2011 10:16","Medio (4 - 8 mts)",120,"Grande",-68.8370611072,-32.8659099639,4,"Cuarta Oeste",1173332.70145,0,0.783323515444454,0
13477,"Fresno europeo","02/02/2011 08:46","Alto (> 8 mts)",90,"Grande",-68.8521288321,-32.8637163149,6,"Residencial Norte",2694682.37982,0,0.191142238329271,0
11,"Morera","02/03/2012 13:09","Medio (4 - 8 mts)",110,"Grande",-68.8570150632,-32.8958572818,5,"Residencial Sur",2423808.92355,0,0.889572005714947,0
44110,"Pltano","11/11/2011 09:11","Alto (> 8 mts)",340,"Grande",-68.8290456575,-32.8851500102,3,"Parque O'Higgins",1531146.02653,0,0.096123857175331,0
21788,"Paraiso","13/05/2011 11:07","Alto (> 8 mts)",190,"Grande",-68.8562447465,-32.8932746433,5,"Residencial Sur",2423808.92355,0,0.971095969924963,0
34154,"Paraiso","10/03/2011 13:38","Medio (4 - 8 mts)",60,"Mediano",-68.8565073551,-32.8727691218,6,"Residencial Norte",2694682.37982,0,0.238431778100491,0
29144,"Paraiso","10/03/2011 13:05","Alto (> 8 mts)",136,"Grande",-68.84675705,-32.8883181255,2,"Barrio Civico",2366816.36021,0,0.832658821721133,0
6969,"Liquidambar","31/05/2011 10:53","Medio (4 - 8 mts)",22,"Mediano",-68.8608627803,-32.8961304921,5,"Residencial Sur",2423808.92355,0,0.498317699310292,0
5194,"Jacarand","05/08/2011 11:51","Bajo (2 - 4 mts)",27,"Mediano",-68.8388014567,-32.8677631589,4,"Cuarta Oeste",1173332.70145,0,0.776682610998602,0
23139,"Fresno europeo","21/01/2011 10:21","Alto (> 8 mts)",170,"Grande",-68.847670738,-32.9023673513,2,"Barrio Civico",2366816.36021,0,0.949249176573404,0
25145,"Morera","09/02/2011 15:20","Medio (4 - 8 mts)",72,"Grande",-68.8353926078,-32.8981524397,2,"Barrio Civico",2366816.36021,0,0.509098809805691,0
34728,"Morera","31/03/2011 12:50","Alto (> 8 mts)",160,"Grande",-68.8510866535,-32.8779576938,6,"Residencial Norte",2694682.37982,0,0.479460675927053,0
35748,"Morera","04/03/2011 10:26","Alto (> 8 mts)",160,"Grande",-68.8553952175,-32.8734983234,6,"Residencial Norte",2694682.37982,0,0.964906471820468,0
22789,"Pltano","17/06/2011 19:12","Alto (> 8 mts)",136,"Grande",-68.8587773489,-32.9016927776,5,"Residencial Sur",2423808.92355,0,0.662356908240361,0
45915,"Fresno americano","25/08/2011 12:35","Medio (4 - 8 mts)",210,"Grande",-68.8199767047,-32.868788287,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.290668915225607,0
39171,"Fresno europeo","25/11/2010 12:33","Alto (> 8 mts)",85,"Grande",-68.8533359932,-32.8725030507,6,"Residencial Norte",2694682.37982,0,0.759536705052078,0
12431,"Morera","24/01/2011 10:40","Alto (> 8 mts)",170,"Grande",-68.8489048091,-32.8664867562,6,"Residencial Norte",2694682.37982,0,0.0725028858089468,0
4204,"Perenne","05/07/2011 12:48","Medio (4 - 8 mts)",90,"Grande",-68.8379999514,-32.8731831057,4,"Cuarta Oeste",1173332.70145,0,0.708446198232925,0
3033,"Fresno europeo","15/09/2011 12:42","Muy bajo (1 - 2 mts)",10,"Chico",-68.8276869815,-32.8726716447,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.90233223074476,0
36477,"Fresno americano","18/03/2011 10:19","Alto (> 8 mts)",78,"Grande",-68.8547336225,-32.8795745915,6,"Residencial Norte",2694682.37982,0,0.363720590804524,0
18345,"Paraiso","29/07/2011 14:22","Medio (4 - 8 mts)",75,"Grande",-68.8373823396,-32.8686579809,4,"Cuarta Oeste",1173332.70145,0,0.261582130168644,0
6731,"Fresno europeo","13/05/2011 10:57","Alto (> 8 mts)",105,"Grande",-68.8566582571,-32.8932003444,5,"Residencial Sur",2423808.92355,0,0.180171429794231,0
4281,"Morera","26/07/2011 13:46","Medio (4 - 8 mts)",74,"Grande",-68.8373149596,-32.8722886174,4,"Cuarta Oeste",1173332.70145,0,0.0895303294117238,0
45266,"Fresno europeo","16/09/2011 10:28","Alto (> 8 mts)",125,"Grande",-68.8234287417,-32.8712807302,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.530116049809871,0
45553,"Morera","08/09/2011 09:28","Alto (> 8 mts)",170,"Grande",-68.8206267624,-32.870575794,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.840316136025412,0
42505,"Fresno europeo","30/09/2011 07:28","Alto (> 8 mts)",160,"Grande",-68.8318016226,-32.8753470876,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.401523095432722,0
5395,"Aguaribay","19/04/2011 12:44","Medio (4 - 8 mts)",140,"Grande",-68.8456211193,-32.87896697,1,"Parque Central",1655357.93265,1,0.789473799649459,0
37708,"Fresno europeo","14/01/2012 17:46","Muy bajo (1 - 2 mts)",3,"Chico",-68.8511014298,-32.8721722446,6,"Residencial Norte",2694682.37982,0,0.587590353143238,0
10606,"Fresno europeo","01/04/2011 13:11","Alto (> 8 mts)",153,"Grande",-68.8506726849,-32.8763517872,6,"Residencial Norte",2694682.37982,0,0.0128745444132793,0
8665,"Paraiso","02/02/2011 09:18","Alto (> 8 mts)",86,"Grande",-68.8408476614,-32.9039214264,2,"Barrio Civico",2366816.36021,0,0.798838644956962,0
9854,"Paraiso","06/01/2011 14:33","Medio (4 - 8 mts)",140,"Grande",-68.8438075712,-32.8632559043,4,"Cuarta Oeste",1173332.70145,0,0.898157308859281,0
46334,"Morera","26/09/2011 09:43","Alto (> 8 mts)",180,"Grande",-68.8255157114,-32.8733759974,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.283047663860132,0
23401,"Morera","28/01/2011 10:28","Alto (> 8 mts)",140,"Grande",-68.8498064362,-32.9014695074,2,"Barrio Civico",2366816.36021,0,0.304890958074804,0
46186,"Morera","28/09/2011 09:50","Medio (4 - 8 mts)",100,"Grande",-68.8245440867,-32.8753451775,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.0694716251423422,0
18011,"Morera","29/07/2011 17:21","Alto (> 8 mts)",137,"Grande",-68.8410059914,-32.8677657232,4,"Cuarta Oeste",1173332.70145,0,0.867658520364095,0
8703,"Morera","10/02/2011 13:58","Medio (4 - 8 mts)",4,"Chico",-68.8389535467,-32.9004359235,2,"Barrio Civico",2366816.36021,0,0.843753033566545,0
24940,"Morera","09/02/2011 10:32","Alto (> 8 mts)",130,"Grande",-68.8369997709,-32.8972937915,2,"Barrio Civico",2366816.36021,0,0.938984717437245,0
8506,"Caducifolio","10/02/2011 09:09","Alto (> 8 mts)",68,"Grande",-68.8381518893,-32.8967471098,2,"Barrio Civico",2366816.36021,0,0.423252042983541,0
12274,"Morera","10/01/2011 10:23","Alto (> 8 mts)",180,"Grande",-68.8451546897,-32.8674711785,4,"Cuarta Oeste",1173332.70145,0,0.00792064555096084,0
16339,"Morera","12/08/2011 14:33","Alto (> 8 mts)",175,"Grande",-68.8421638237,-32.8644559851,4,"Cuarta Oeste",1173332.70145,0,0.134830270397862,0
19436,"Fresno europeo","01/07/2011 12:17","Alto (> 8 mts)",180,"Grande",-68.8345980209,-32.8717071182,4,"Cuarta Oeste",1173332.70145,0,0.0333574229649747,0
18906,"Morera","02/08/2011 10:04","Alto (> 8 mts)",220,"Grande",-68.8411374214,-32.8706110067,4,"Cuarta Oeste",1173332.70145,0,0.0181958864858612,0
12025,"Paraiso","28/04/2010 12:07","Medio (4 - 8 mts)",166,"Grande",-68.8530786706,-32.8666212651,6,"Residencial Norte",2694682.37982,0,0.621568156758835,0
26757,"Fresno europeo","11/01/2012 09:41","Muy bajo (1 - 2 mts)",15,"Chico",-68.8346676006,-32.8959535453,2,"Barrio Civico",2366816.36021,0,0.499978525256517,0
74,"Fresno americano","02/03/2012 13:40","Bajo (2 - 4 mts)",24,"Mediano",-68.857099465,-32.8961049763,5,"Residencial Sur",2423808.92355,0,0.403221644838418,0
38271,"Fresno europeo","02/12/2010 10:04","Alto (> 8 mts)",180,"Grande",-68.8461131526,-32.8722419895,6,"Residencial Norte",2694682.37982,0,0.750591358403455,0
37548,"Paraiso","16/11/2010 12:14","Alto (> 8 mts)",280,"Grande",-68.8575695513,-32.8695077346,6,"Residencial Norte",2694682.37982,0,0.0796469885366728,0
15423,"Paraiso","17/11/2011 13:12","Bajo (2 - 4 mts)",68,"Grande",-68.8585553151,-32.8713988951,6,"Residencial Norte",2694682.37982,0,0.926847618635602,0
23427,"Paraiso","27/01/2011 14:53","Alto (> 8 mts)",86,"Grande",-68.8502100568,-32.903110436,2,"Barrio Civico",2366816.36021,1,0.046959336298972,0
3556,"Morera","07/09/2011 09:02","Medio (4 - 8 mts)",35,"Mediano",-68.8322007476,-32.8695767434,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.648257890626918,0
1734,"Fresno americano","22/11/2011 09:31","Alto (> 8 mts)",98,"Grande",-68.8728935023,-32.8790079344,7,"Residencial Parque",1786336.08966,1,0.0200087740734017,0
43921,"Morera","11/10/2011 10:04","Alto (> 8 mts)",180,"Grande",-68.8339545894,-32.8846415819,3,"Parque O'Higgins",1531146.02653,0,0.00357571226529552,0
6424,"Morera","10/05/2011 13:29","Muy bajo (1 - 2 mts)",3,"Chico",-68.8587782239,-32.8859627976,5,"Residencial Sur",2423808.92355,0,0.77273040826491,0
35034,"Fresno europeo","23/03/2011 09:36","Alto (> 8 mts)",118,"Grande",-68.8541642708,-32.8809833204,6,"Residencial Norte",2694682.37982,0,0.226337181466406,0
26725,"Ailanthus","02/11/2011 08:17","Muy bajo (1 - 2 mts)",8,"Chico",-68.8328113634,-32.8948683047,3,"Parque O'Higgins",1531146.02653,0,0.57342062305665,0
11917,"Morera","12/05/2010 12:02","Alto (> 8 mts)",135,"Grande",-68.8510953985,-32.8667796446,6,"Residencial Norte",2694682.37982,0,0.772163260226811,0
5629,"Pltano","05/05/2011 12:58","Medio (4 - 8 mts)",30,"Mediano",-68.83917572,-32.8769756773,1,"Parque Central",1655357.93265,0,0.291362413759897,0
31206,"Tilo","07/02/2011 08:34","Bajo (2 - 4 mts)",20,"Chico",-68.8535273256,-32.8642535572,6,"Residencial Norte",2694682.37982,0,0.00231736609256172,0
24216,"Fresno europeo","26/01/2011 09:16","Medio (4 - 8 mts)",84,"Grande",-68.8457699623,-32.9016590881,2,"Barrio Civico",2366816.36021,0,0.312426830664061,0
25109,"Morera","11/02/2011 10:24","Alto (> 8 mts)",135,"Grande",-68.836902051,-32.8988697104,2,"Barrio Civico",2366816.36021,0,0.135277215438424,0
19153,"Morera","20/07/2011 10:03","Alto (> 8 mts)",145,"Grande",-68.8399477434,-32.8727008796,4,"Cuarta Oeste",1173332.70145,0,0.601138402910417,0
5820,"Paraiso","03/05/2011 11:23","Medio (4 - 8 mts)",85,"Grande",-68.8430961439,-32.8747627339,1,"Parque Central",1655357.93265,0,0.914769074520616,0
8369,"Tilo","17/02/2011 15:16","Muy bajo (1 - 2 mts)",26,"Mediano",-68.8392672313,-32.9011053855,2,"Barrio Civico",2366816.36021,0,0.359560167700487,0
22797,"Morera","17/06/2011 16:54","Alto (> 8 mts)",112,"Grande",-68.8595384325,-32.9016814413,5,"Residencial Sur",2423808.92355,0,0.164355723702717,0
40105,"Fresno europeo","14/04/2011 13:21","Medio (4 - 8 mts)",110,"Grande",-68.8447069826,-32.8799664129,1,"Parque Central",1655357.93265,0,0.224482698072742,0
35732,"Fresno europeo","09/03/2011 09:34","Medio (4 - 8 mts)",195,"Grande",-68.8546394322,-32.8739722596,6,"Residencial Norte",2694682.37982,0,0.929079744325481,0
45552,"Morera","08/09/2011 09:33","Alto (> 8 mts)",116,"Grande",-68.8206140229,-32.8705348388,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.204127371613428,0
14498,"Paraiso","30/11/2011 17:51","Bajo (2 - 4 mts)",16,"Chico",-68.8791533858,-32.8664044066,8,"Aeroparque",2203364.73622,0,0.475144722908024,0
19170,"Morera","18/07/2011 10:30","Alto (> 8 mts)",140,"Grande",-68.8406531557,-32.8731927525,4,"Cuarta Oeste",1173332.70145,0,0.487615535591269,0
8233,"Fresno europeo","28/02/2011 18:48","Bajo (2 - 4 mts)",14,"Chico",-68.8438271047,-32.8926413116,2,"Barrio Civico",2366816.36021,0,0.511644376077123,0
18395,"Morera","02/08/2011 14:33","Alto (> 8 mts)",189,"Grande",-68.8389227321,-32.8687892767,4,"Cuarta Oeste",1173332.70145,0,0.556388340742331,0
47986,"Morera","31/08/2011 09:51","Medio (4 - 8 mts)",75,"Grande",-68.825872203,-32.8700788564,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.712185581486815,0
15890,"Jacarand","28/11/2011 12:44","Bajo (2 - 4 mts)",35,"Mediano",-68.8720246893,-32.8760480709,7,"Residencial Parque",1786336.08966,0,0.40476403741426,0
30845,"Morera","15/02/2011 10:20","Muy bajo (1 - 2 mts)",7,"Chico",-68.8556991497,-32.8659448355,6,"Residencial Norte",2694682.37982,0,0.225343319880842,0
36625,"Morera","15/06/2011 09:27","Medio (4 - 8 mts)",110,"Grande",-68.8583781513,-32.8822623208,7,"Residencial Parque",1786336.08966,0,0.249635428606041,0
32348,"Morera","09/05/2011 11:26","Alto (> 8 mts)",120,"Grande",-68.8517422154,-32.8928347035,5,"Residencial Sur",2423808.92355,0,0.469171707827185,0
13703,"Paraiso sombrilla","18/02/2011 14:19","Muy bajo (1 - 2 mts)",15,"Chico",-68.8531124806,-32.8655738281,6,"Residencial Norte",2694682.37982,0,0.926356834721146,0
12718,"Morera","19/01/2011 11:29","Alto (> 8 mts)",160,"Grande",-68.8472897383,-32.8628016333,4,"Cuarta Oeste",1173332.70145,0,0.445616744257319,0
30123,"Fresno americano","26/04/2011 09:30","Medio (4 - 8 mts)",70,"Grande",-68.8418402882,-32.8868918999,3,"Parque O'Higgins",1531146.02653,1,0.629315690296241,0
27187,"Acacia SP","26/10/2011 12:38","Medio (4 - 8 mts)",100,"Grande",-68.8357773648,-32.8910015535,3,"Parque O'Higgins",1531146.02653,1,0.264301555747782,0
42491,"Morera","30/09/2011 09:14","Alto (> 8 mts)",200,"Grande",-68.8307822262,-32.8754971269,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.637051389001879,0
20988,"Olmo comun","22/06/2011 11:40","Alto (> 8 mts)",140,"Grande",-68.8646642694,-32.9012914365,5,"Residencial Sur",2423808.92355,0,0.108860134656074,0
35606,"Acer","16/03/2011 12:55","Medio (4 - 8 mts)",76,"Grande",-68.8566573923,-32.8740867591,6,"Residencial Norte",2694682.37982,0,0.851128068639164,0
42400,"Morera","29/09/2011 10:49","Alto (> 8 mts)",160,"Grande",-68.8343317296,-32.8752162363,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.0951147115672629,0
35941,"Morera","23/03/2011 09:43","Medio (4 - 8 mts)",120,"Grande",-68.8540917257,-32.8757951563,6,"Residencial Norte",2694682.37982,0,0.960628776871631,0
18401,"Caducifolio","09/08/2011 10:02","Medio (4 - 8 mts)",77,"Grande",-68.840102604,-32.8735164794,4,"Cuarta Oeste",1173332.70145,0,0.553221463002119,0
9159,"Paraiso","01/03/2011 13:42","Alto (> 8 mts)",155,"Grande",-68.851180681,-32.8661962845,6,"Residencial Norte",2694682.37982,0,0.0840705740795412,0
26232,"Fresno europeo","19/10/2011 09:53","Bajo (2 - 4 mts)",23,"Mediano",-68.8302399076,-32.8886245071,3,"Parque O'Higgins",1531146.02653,0,0.570075175532642,0
12391,"Morera","21/01/2011 10:14","Alto (> 8 mts)",125,"Grande",-68.84803328,-32.8663249256,6,"Residencial Norte",2694682.37982,0,0.574896330333237,0
1350,"Fresno americano","29/11/2011 13:06","Bajo (2 - 4 mts)",30,"Mediano",-68.8772632269,-32.8652185473,8,"Aeroparque",2203364.73622,0,0.759741430562493,0
31913,"Morera","01/06/2011 10:17","Medio (4 - 8 mts)",90,"Grande",-68.8574749531,-32.8840216488,5,"Residencial Sur",2423808.92355,0,0.800497579084869,0
5519,"Morera","27/04/2011 12:45","Bajo (2 - 4 mts)",10,"Chico",-68.8382064971,-32.8761794386,1,"Parque Central",1655357.93265,0,0.42585258469,0
19246,"Morera","03/08/2011 12:39","Alto (> 8 mts)",116,"Grande",-68.8378850847,-32.8699926001,4,"Cuarta Oeste",1173332.70145,0,0.567668012649843,0
37686,"Fresno europeo","24/02/2012 08:40","Medio (4 - 8 mts)",120,"Grande",-68.8521977907,-32.8725130723,6,"Residencial Norte",2694682.37982,1,0.367734337137124,0
19951,"Morera","05/08/2011 10:11","Alto (> 8 mts)",185,"Grande",-68.8338011175,-32.8639167619,4,"Cuarta Oeste",1173332.70145,0,0.67966541542814,0
40164,"Fresno europeo","14/04/2011 10:01","Bajo (2 - 4 mts)",50,"Mediano",-68.844612295,-32.8801552902,1,"Parque Central",1655357.93265,0,0.444936973244897,0
39510,"Fresno europeo","10/11/2010 10:41","Alto (> 8 mts)",65,"Grande",-68.8545043668,-32.8694249409,6,"Residencial Norte",2694682.37982,0,0.787789717493856,0
4217,"Fresno europeo","07/07/2011 10:31","Medio (4 - 8 mts)",85,"Grande",-68.8382001495,-32.8732383709,4,"Cuarta Oeste",1173332.70145,0,0.715445128693609,0
46466,"Fresno europeo","17/08/2011 09:27","Medio (4 - 8 mts)",80,"Grande",-68.8318850875,-32.8676760726,4,"Cuarta Oeste",1173332.70145,0,0.462115964418174,0
41960,"Morera","19/04/2011 10:29","Alto (> 8 mts)",60,"Mediano",-68.8390161951,-32.8791517519,1,"Parque Central",1655357.93265,0,0.498608165039231,0
33497,"Morera","17/06/2011 09:49","Medio (4 - 8 mts)",54,"Mediano",-68.8551959259,-32.8899412549,5,"Residencial Sur",2423808.92355,0,0.794285860564578,0
40516,"Pltano","12/04/2011 10:26","Alto (> 8 mts)",150,"Grande",-68.8441356263,-32.8833692316,1,"Parque Central",1655357.93265,0,0.158381816046202,0
29367,"Morera","20/04/2011 10:34","Medio (4 - 8 mts)",100,"Grande",-68.8424686028,-32.8868337889,1,"Parque Central",1655357.93265,1,0.718526019177105,0
15239,"Acer","16/11/2011 12:25","Bajo (2 - 4 mts)",22,"Mediano",-68.8603020212,-32.8693179135,6,"Residencial Norte",2694682.37982,0,0.451642021108954,0
41937,"Morera","19/04/2011 13:01","Bajo (2 - 4 mts)",24,"Mediano",-68.8378007974,-32.8785509165,1,"Parque Central",1655357.93265,0,0.206759646806599,0
46543,"Morera","07/09/2011 10:51","Alto (> 8 mts)",190,"Grande",-68.8330016936,-32.869123345,4,"Cuarta Oeste",1173332.70145,0,0.260549626640173,0
8504,"Ailanthus","16/02/2011 09:07","Alto (> 8 mts)",60,"Mediano",-68.8379476858,-32.8965352006,2,"Barrio Civico",2366816.36021,0,0.623578505841177,0
25828,"Morera","03/02/2011 18:30","Alto (> 8 mts)",72,"Grande",-68.8396789217,-32.9027201091,2,"Barrio Civico",2366816.36021,1,0.0894312246247376,0
3624,"Fresno europeo","29/08/2011 09:17","Medio (4 - 8 mts)",102,"Grande",-68.8243862844,-32.8690354371,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.247698299214497,0
41049,"Fresno europeo","28/04/2011 10:50","Bajo (2 - 4 mts)",32,"Mediano",-68.8374467452,-32.882280888,1,"Parque Central",1655357.93265,0,0.545611824136121,0
32947,"Morera","23/05/2011 10:34","Alto (> 8 mts)",160,"Grande",-68.8503960318,-32.888492808,5,"Residencial Sur",2423808.92355,0,0.774130002679979,0
13460,"Morera","02/02/2011 13:05","Alto (> 8 mts)",126,"Grande",-68.8528351264,-32.863653882,6,"Residencial Norte",2694682.37982,0,0.902280396102295,0
39135,"Fresno europeo","15/01/2012 19:02","Bajo (2 - 4 mts)",36,"Mediano",-68.8540628375,-32.8716971549,6,"Residencial Norte",2694682.37982,0,0.411189088829633,0
29983,"Pltano","28/04/2011 09:57","Alto (> 8 mts)",160,"Grande",-68.8418792027,-32.8857604825,1,"Parque Central",1655357.93265,0,0.668968112638505,0
34177,"Morera","03/03/2011 12:54","Alto (> 8 mts)",140,"Grande",-68.8535243155,-32.8741625688,6,"Residencial Norte",2694682.37982,0,0.705655398350074,0
18017,"Morera","29/07/2011 17:11","Medio (4 - 8 mts)",35,"Mediano",-68.8413098071,-32.8675907293,4,"Cuarta Oeste",1173332.70145,0,0.535563769544463,0
12481,"Prunas","25/01/2011 10:04","Bajo (2 - 4 mts)",35,"Mediano",-68.849384808,-32.8669535789,6,"Residencial Norte",2694682.37982,0,0.954046279865362,0
755,"Paraiso","15/12/2011 08:12","Muy bajo (1 - 2 mts)",2,"Chico",-68.8803697018,-32.8666762384,8,"Aeroparque",2203364.73622,0,0.662629254946313,0
7347,"Jacarand","23/06/2011 10:24","Muy bajo (1 - 2 mts)",12,"Chico",-68.8624656216,-32.9008622115,5,"Residencial Sur",2423808.92355,0,0.975355752153568,0
11598,"Morera","10/05/2010 10:52","Medio (4 - 8 mts)",134,"Grande",-68.8525496603,-32.8670217166,6,"Residencial Norte",2694682.37982,0,0.933424588567456,0
17712,"Paraiso","18/07/2011 09:15","Alto (> 8 mts)",170,"Grande",-68.8424803823,-32.8676070867,4,"Cuarta Oeste",1173332.70145,0,0.641000742413352,0
3003,"Morera","15/09/2011 13:01","Alto (> 8 mts)",140,"Grande",-68.8306294077,-32.8726054186,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.723011048223943,0
320,"Morera","07/03/2012 11:02","Medio (4 - 8 mts)",150,"Grande",-68.8201615859,-32.867324059,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.508204224592268,0
6926,"Morera","08/06/2011 09:13","Alto (> 8 mts)",106,"Grande",-68.8553440129,-32.8961349688,5,"Residencial Sur",2423808.92355,1,0.338042161563722,0
46287,"Acacia SP","27/09/2011 09:44","Medio (4 - 8 mts)",55,"Mediano",-68.8229364867,-32.8739829783,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.191199560000267,0
14232,"Fresno americano","07/12/2011 16:25","Bajo (2 - 4 mts)",25,"Mediano",-68.877305358,-32.8659272312,8,"Aeroparque",2203364.73622,0,0.746804645294418,0
5731,"Morera","04/05/2011 11:26","Bajo (2 - 4 mts)",11,"Chico",-68.8399943458,-32.8788317933,1,"Parque Central",1655357.93265,0,0.760774169315992,0
37299,"Acacia SP","17/03/2011 09:53","Alto (> 8 mts)",135,"Grande",-68.857841412,-32.8756635022,6,"Residencial Norte",2694682.37982,0,0.596746893136899,0
46218,"Morera","27/09/2011 12:08","Alto (> 8 mts)",200,"Grande",-68.8261883918,-32.8748982495,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.562434883151572,0
10400,"Fresno europeo","14/03/2011 13:56","Medio (4 - 8 mts)",35,"Mediano",-68.8582971009,-32.8729661696,6,"Residencial Norte",2694682.37982,0,0.762602785112336,0
36606,"Aguaribay","15/06/2011 13:46","Bajo (2 - 4 mts)",64,"Grande",-68.8571406444,-32.8827765708,5,"Residencial Sur",2423808.92355,0,0.748289999600834,0
35134,"Fresno americano","28/03/2011 10:03","Medio (4 - 8 mts)",83,"Grande",-68.8531553633,-32.8800019419,6,"Residencial Norte",2694682.37982,0,0.926075293149063,0
23780,"Tilo","26/01/2011 15:08","Medio (4 - 8 mts)",68,"Grande",-68.8507923332,-32.9000821752,2,"Barrio Civico",2366816.36021,0,0.54713643944739,0
